Time (s),Extension (mm),Load (N),Axial Strain (mm/mm),Transverse Strain (mm/mm),Thickness(m),Width(m),Final length(m),Axial gauge length(m),Transverse gauge length(m),Crosshead Rate(mm/min)
74.7,6.225,43620.27,0.06568,0.03792,,,,,,
74.8,6.234,43610.74,0.06595,0.03803,,,,,,
74.9,6.242,43592.55,0.06621,0.03815,,,,,,
75,6.25,43561.66,0.06647,0.03826,,,,,,
75.1,6.258,43545.32,0.06674,0.03837,,,,,,
75.2,6.267,43531.23,0.06701,0.03848,,,,,,
75.3,6.275,43516.29,0.06728,0.03859,,,,,,
75.4,6.283,43511.13,0.06754,0.0387,,,,,,
75.5,6.292,43506.77,0.06781,0.03881,,,,,,
75.6,6.3,43499.05,0.06808,0.03891,,,,,,
75.7,6.308,43477.73,0.06835,0.03902,,,,,,
75.8,6.317,43462.92,0.06862,0.03913,,,,,,
75.9,6.325,43436.81,0.06889,0.03924,,,,,,
76,6.333,43404.82,0.06916,0.03934,,,,,,
76.1,6.342,43398.77,0.06944,0.03944,,,,,,
76.2,6.35,43383.25,0.06971,0.03955,,,,,,
76.3,6.358,43362.12,0.06998,0.03965,,,,,,
76.4,6.367,43337.97,0.07025,0.03975,,,,,,
76.5,6.375,43316.1,0.07053,0.03986,,,,,,
76.6,6.383,43307.73,0.0708,0.03996,,,,,,
76.7,6.392,43301.13,0.07107,0.04006,,,,,,
76.8,6.4,43289.05,0.07135,0.04016,,,,,,
76.9,6.408,43276.45,0.07161,0.04026,,,,,,
77,6.417,43262.28,0.07188,0.04036,,,,,,
77.1,6.425,43243.62,0.07215,0.04046,,,,,,
77.2,6.433,43221.07,0.07242,0.04056,,,,,,
77.3,6.442,43207.95,0.07269,0.04066,,,,,,
77.4,6.45,43201.16,0.07296,0.04076,,,,,,
77.5,6.458,43178.84,0.07323,0.04085,,,,,,
77.6,6.467,43146.14,0.0735,0.04095,,,,,,
77.7,6.475,43127,0.07376,0.04104,,,,,,
77.8,6.483,43108.77,0.07403,0.04114,,,,,,
77.9,6.492,43099.2,0.0743,0.04123,,,,,,
78,6.5,43088.66,0.07457,0.04133,,,,,,
78.1,6.508,43071.59,0.07483,0.04142,,,,,,
78.2,6.517,43061.18,0.07511,0.04151,,,,,,
78.3,6.525,43042.5,0.07539,0.0416,,,,,,
78.4,6.534,43012.76,0.07567,0.0417,,,,,,
78.5,6.542,42992.69,0.07594,0.04179,,,,,,
78.6,6.55,42986.6,0.07623,0.04188,,,,,,
78.7,6.559,42961.23,0.07652,0.04197,,,,,,
78.8,6.567,42942.77,0.0768,0.04206,,,,,,
78.9,6.575,42929.45,0.07708,0.04215,,,,,,
79,6.584,42912.93,0.07737,0.04223,,,,,,
79.1,6.592,42901.67,0.07766,0.04232,,,,,,
79.2,6.6,42897.94,0.07795,0.04241,,,,,,
79.3,6.608,42885.05,0.07824,0.0425,,,,,,
79.4,6.617,42871.41,0.07853,0.04259,,,,,,
79.5,6.625,42849.78,0.07883,0.04267,,,,,,
79.6,6.634,42819.5,0.07912,0.04276,,,,,,
79.7,6.642,42789.38,0.07941,0.04284,,,,,,
79.8,6.65,42777.45,0.07971,0.04293,,,,,,
79.9,6.658,42765.94,0.08,0.04301,,,,,,
80,6.667,42743.54,0.0803,0.04309,,,,,,
80.1,6.675,42721.7,0.0806,0.04318,,,,,,
80.2,6.684,42702.11,0.0809,0.04326,,,,,,
80.3,6.692,42690.58,0.0812,0.04334,,,,,,
80.4,6.7,42678.89,0.0815,0.04342,,,,,,
80.5,6.709,42670.59,0.0818,0.0435,,,,,,
80.6,6.717,42663.46,0.0821,0.04358,,,,,,
80.7,6.725,42640.7,0.0824,0.04366,,,,,,
80.8,6.734,42622.75,0.0827,0.04374,,,,,,
80.9,6.742,42595.26,0.083,0.04382,,,,,,
81,6.75,42583.44,0.0833,0.0439,,,,,,
81.1,6.759,42576.08,0.0836,0.04398,,,,,,
81.2,6.767,42539.56,0.08391,0.04405,,,,,,
81.3,6.775,42519.98,0.08421,0.04413,,,,,,
81.4,6.784,42488.73,0.08452,0.04421,,,,,,
81.5,6.792,42474.04,0.08482,0.04428,,,,,,
81.6,6.8,42469.39,0.08512,0.04436,,,,,,
81.7,6.809,42464.38,0.08543,0.04443,,,,,,
81.8,6.817,42442.23,0.08574,0.04451,,,,,,
81.9,6.825,42420.66,0.08604,0.04458,,,,,,
82,6.833,42399.94,0.08634,0.04465,,,,,,
82.1,6.842,42378.45,0.08665,0.04472,,,,,,
82.2,6.85,42369.6,0.08695,0.0448,,,,,,
82.3,6.859,42353.28,0.08726,0.04487,,,,,,
82.4,6.867,42331.48,0.08757,0.04494,,,,,,
82.5,6.875,42301.79,0.08789,0.04501,,,,,,
82.6,6.883,42287.06,0.08819,0.04508,,,,,,
82.7,6.892,42283.3,0.08851,0.04515,,,,,,
82.8,6.9,42273.43,0.08882,0.04522,,,,,,
82.9,6.909,42252.2,0.08914,0.04529,,,,,,
83,6.917,42225.13,0.08944,0.04535,,,,,,
83.1,6.925,42197.69,0.08976,0.04542,,,,,,
83.2,6.933,42169.71,0.09007,0.04548,,,,,,
83.3,6.942,42160.62,0.09039,0.04555,,,,,,
83.4,6.95,42145.63,0.0907,0.04562,,,,,,
83.5,6.959,42123.12,0.09102,0.04568,,,,,,
83.6,6.967,42103.53,0.09133,0.04575,,,,,,
83.7,6.975,42078.57,0.09165,0.04581,,,,,,
83.8,6.983,42069.55,0.09197,0.04588,,,,,,
83.9,6.992,42062.37,0.09229,0.04594,,,,,,
84,7,42055.85,0.0926,0.046,,,,,,
84.1,7.008,42022.19,0.09292,0.04606,,,,,,
84.2,7.017,42005.28,0.09324,0.04612,,,,,,
84.3,7.025,41984.47,0.09356,0.04618,,,,,,
84.4,7.033,41972.34,0.09388,0.04624,,,,,,
84.5,7.042,41944.06,0.0942,0.0463,,,,,,
84.6,7.05,41912.07,0.09452,0.04636,,,,,,
84.7,7.058,41888.44,0.09485,0.04642,,,,,,
84.8,7.067,41865.44,0.09518,0.04648,,,,,,
84.9,7.075,41855.23,0.0955,0.04654,,,,,,
85,7.084,41850.59,0.09584,0.04659,,,,,,
85.1,7.092,41835.7,0.09617,0.04665,,,,,,
85.2,7.1,41818.8,0.09649,0.0467,,,,,,
85.3,7.108,41792.53,0.09682,0.04676,,,,,,
85.4,7.117,41765.86,0.09715,0.04681,,,,,,
85.5,7.125,41758.61,0.09748,0.04687,,,,,,
85.6,7.134,41736.15,0.09782,0.04692,,,,,,
85.7,7.142,41706.55,0.09815,0.04698,,,,,,
85.8,7.15,41689.63,0.09848,0.04703,,,,,,
85.9,7.159,41666.87,0.09882,0.04708,,,,,,
86,7.167,41655.7,0.09914,0.04713,,,,,,
86.1,7.175,41640.26,0.09947,0.04719,,,,,,
86.2,7.184,41624.07,0.0998,0.04724,,,,,,
86.3,7.192,41585.07,0.10013,0.04729,,,,,,
86.4,7.2,41561.47,0.10045,0.04734,,,,,,
86.5,7.208,41549.1,0.10078,0.04738,,,,,,
86.6,7.217,41542.12,0.10111,0.04743,,,,,,
86.7,7.225,41513.97,0.10144,0.04748,,,,,,
86.8,7.233,41494.75,0.10176,0.04753,,,,,,
86.9,7.242,41473.06,0.1021,0.04758,,,,,,
87,7.25,41455.27,0.10243,0.04762,,,,,,
87.1,7.259,41443.55,0.10276,0.04767,,,,,,
87.2,7.267,41430.55,0.10309,0.04772,,,,,,
87.3,7.275,41403.95,0.10342,0.04776,,,,,,
87.4,7.284,41379.52,0.10374,0.04781,,,,,,
87.5,7.292,41352.26,0.10408,0.04785,,,,,,
87.6,7.3,41340.14,0.10441,0.0479,,,,,,
87.7,7.308,41305.42,0.10474,0.04794,,,,,,
87.8,7.317,41282.2,0.10507,0.04799,,,,,,
87.9,7.325,41257.18,0.10541,0.04803,,,,,,
88,7.333,41244.84,0.10574,0.04807,,,,,,
88.1,7.342,41240.95,0.10608,0.04811,,,,,,
88.2,7.35,41228.46,0.10641,0.04815,,,,,,
88.3,7.359,41213.18,0.10675,0.0482,,,,,,
88.4,7.367,41177.39,0.10709,0.04824,,,,,,
88.5,7.375,41142.28,0.10742,0.04827,,,,,,
88.6,7.384,41139.18,0.10775,0.04832,,,,,,
88.7,7.392,41117.53,0.10809,0.04836,,,,,,
88.8,7.4,41077.68,0.10843,0.0484,,,,,,
88.9,7.409,41057.32,0.10876,0.04843,,,,,,
89,7.417,41040.69,0.10909,0.04847,,,,,,
89.1,7.425,41022.92,0.10942,0.04851,,,,,,
89.2,7.434,41008.96,0.10976,0.04855,,,,,,
89.3,7.442,40981.95,0.1101,0.04858,,,,,,
89.4,7.45,40958.62,0.11044,0.04862,,,,,,
89.5,7.458,40933.39,0.11077,0.04865,,,,,,
89.6,7.467,40923.14,0.11111,0.04869,,,,,,
89.7,7.475,40899.54,0.11145,0.04872,,,,,,
89.8,7.483,40868.36,0.11178,0.04876,,,,,,
89.9,7.492,40844.77,0.11212,0.0488,,,,,,
90,7.5,40829.43,0.11247,0.04883,,,,,,
90.1,7.508,40813.51,0.11281,0.04887,,,,,,
90.2,7.517,40798.53,0.11315,0.0489,,,,,,
90.3,7.525,40772.67,0.11349,0.04893,,,,,,
90.4,7.534,40737.88,0.11384,0.04896,,,,,,
90.5,7.542,40718.04,0.11417,0.049,,,,,,
90.6,7.55,40684.25,0.11451,0.04903,,,,,,
90.7,7.558,40662.86,0.11484,0.04906,,,,,,
90.8,7.567,40643.26,0.1152,0.04909,,,,,,
90.9,7.575,40631.37,0.11554,0.04912,,,,,,
91,7.583,40613.46,0.11587,0.04915,,,,,,
91.1,7.592,40600.72,0.11622,0.04918,,,,,,
91.2,7.6,40573.55,0.11656,0.04921,,,,,,
91.3,7.609,40531.68,0.1169,0.04924,,,,,,
91.4,7.617,40512.89,0.11724,0.04927,,,,,,
91.5,7.625,40488.76,0.11758,0.04929,,,,,,
91.6,7.634,40459.37,0.11791,0.04932,,,,,,
91.7,7.642,40435.27,0.11826,0.04935,,,,,,
91.8,7.65,40415.18,0.1186,0.04937,,,,,,
91.9,7.659,40406.58,0.11894,0.0494,,,,,,
92,7.667,40385.71,0.11929,0.04943,,,,,,
92.1,7.675,40364.39,0.11963,0.04946,,,,,,
92.2,7.683,40336.22,0.11997,0.04948,,,,,,
92.3,7.692,40308.76,0.12032,0.04951,,,,,,
92.4,7.7,40289.26,0.12065,0.04953,,,,,,
92.5,7.709,40247.41,0.12099,0.04956,,,,,,
92.6,7.717,40225.07,0.12134,0.04958,,,,,,
92.7,7.725,40209.29,0.12168,0.04961,,,,,,
92.8,7.733,40190.62,0.12202,0.04963,,,,,,
92.9,7.742,40182.36,0.12237,0.04965,,,,,,
93,7.75,40155.33,0.12271,0.04968,,,,,,
93.1,7.759,40114.79,0.12305,0.0497,,,,,,
93.2,7.767,40099.21,0.1234,0.04972,,,,,,
93.3,7.775,40068.39,0.12374,0.04974,,,,,,
93.4,7.784,40041.84,0.12408,0.04976,,,,,,
93.5,7.792,40013.11,0.12443,0.04978,,,,,,
93.6,7.8,40001.54,0.12477,0.04981,,,,,,
93.7,7.809,39980.05,0.12511,0.04983,,,,,,
93.8,7.817,39953.18,0.12545,0.04985,,,,,,
93.9,7.825,39920.56,0.12579,0.04987,,,,,,
94,7.834,39891.25,0.12613,0.04989,,,,,,
94.1,7.842,39877.82,0.12647,0.04991,,,,,,
94.2,7.85,39848.37,0.12682,0.04993,,,,,,
94.3,7.859,39818.4,0.12716,0.04994,,,,,,
94.4,7.867,39798.62,0.1275,0.04996,,,,,,
94.5,7.875,39781.54,0.12784,0.04998,,,,,,
94.6,7.884,39763.41,0.1282,0.05,,,,,,
94.7,7.892,39729.97,0.12854,0.05002,,,,,,
94.8,7.9,39686.07,0.12888,0.05003,,,,,,
94.9,7.909,39674.54,0.12922,0.05005,,,,,,
95,7.917,39637.54,0.12957,0.05007,,,,,,
95.1,7.925,39606.67,0.12991,0.05009,,,,,,
95.2,7.934,39591.83,0.13027,0.0501,,,,,,
95.3,7.942,39579.41,0.13062,0.05012,,,,,,
95.4,7.95,39564.38,0.13096,0.05013,,,,,,
95.5,7.958,39535.14,0.13131,0.05015,,,,,,
95.6,7.967,39496.89,0.13166,0.05016,,,,,,
95.7,7.975,39471.22,0.132,0.05018,,,,,,
95.8,7.984,39436.64,0.13235,0.05019,,,,,,
95.9,7.992,39400.16,0.1327,0.05021,,,,,,
96,8,39381.85,0.13305,0.05022,,,,,,
96.1,8.008,39368.9,0.13339,0.05024,,,,,,
96.2,8.017,39340.38,0.13374,0.05025,,,,,,
96.3,8.025,39313.11,0.13409,0.05026,,,,,,
96.4,8.034,39278.22,0.13444,0.05028,,,,,,
96.5,8.042,39258.97,0.13479,0.05029,,,,,,
96.6,8.05,39229.57,0.13514,0.0503,,,,,,
96.7,8.059,39191.98,0.13549,0.05031,,,,,,
96.8,8.067,39169.43,0.13584,0.05032,,,,,,
96.9,8.075,39148.15,0.13619,0.05034,,,,,,
97,8.083,39120.15,0.13653,0.05035,,,,,,
97.1,8.092,39083.15,0.13688,0.05036,,,,,,
97.2,8.1,39062.03,0.13723,0.05037,,,,,,
97.3,8.109,39033.62,0.13758,0.05038,,,,,,
97.4,8.117,38999.53,0.13793,0.05039,,,,,,
97.5,8.125,38978.44,0.13829,0.0504,,,,,,
97.6,8.133,38968.94,0.13864,0.05041,,,,,,
97.7,8.142,38946.77,0.13899,0.05042,,,,,,
97.8,8.15,38906.19,0.13935,0.05043,,,,,,
97.9,8.159,38869.1,0.13971,0.05044,,,,,,
98,8.167,38830.69,0.14006,0.05045,,,,,,
98.1,8.175,38797.62,0.14041,0.05046,,,,,,
98.2,8.183,38765.98,0.14076,0.05047,,,,,,
98.3,8.192,38758,0.14112,0.05048,,,,,,
98.4,8.2,38737.85,0.14148,0.05049,,,,,,
98.5,8.209,38704.36,0.14183,0.0505,,,,,,
98.6,8.217,38668.05,0.14218,0.0505,,,,,,
98.7,8.225,38647.68,0.14253,0.05051,,,,,,
98.8,8.234,38600.93,0.14288,0.05052,,,,,,
98.9,8.242,38556.89,0.14323,0.05053,,,,,,
99,8.25,38542.69,0.14357,0.05054,,,,,,
99.1,8.259,38529.56,0.14393,0.05054,,,,,,
99.2,8.267,38486.38,0.14427,0.05055,,,,,,
99.3,8.275,38451.35,0.14463,0.05056,,,,,,
99.4,8.284,38435.07,0.14498,0.05056,,,,,,
99.5,8.292,38397.65,0.14533,0.05057,,,,,,
99.6,8.3,38369.82,0.14568,0.05057,,,,,,
99.7,8.308,38352.05,0.14603,0.05058,,,,,,
99.8,8.317,38334.82,0.14638,0.05059,,,,,,
99.9,8.325,38285.97,0.14674,0.05059,,,,,,
100,8.334,38242.6,0.14709,0.0506,,,,,,
100.1,8.342,38217.49,0.14744,0.0506,,,,,,
100.2,8.35,38172.82,0.14779,0.05061,,,,,,
100.3,8.358,38150.42,0.14815,0.05061,,,,,,
100.4,8.367,38139.63,0.1485,0.05062,,,,,,
100.5,8.375,38119.28,0.14886,0.05062,,,,,,
100.6,8.384,38068.56,0.14922,0.05063,,,,,,
100.7,8.392,38043.7,0.14957,0.05063,,,,,,
100.8,8.4,37988.11,0.14992,0.05064,,,,,,
100.9,8.409,37953.5,0.15027,0.05064,,,,,,
101,8.417,37925.19,0.15063,0.05064,,,,,,
101.1,8.425,37916.12,0.15098,0.05065,,,,,,
101.2,8.434,37885.18,0.15133,0.05065,,,,,,
101.3,8.442,37845.21,0.15169,0.05065,,,,,,
101.4,8.45,37828.98,0.15204,0.05066,,,,,,
101.5,8.458,37778.84,0.1524,0.05066,,,,,,
101.6,8.467,37747.87,0.15275,0.05067,,,,,,
101.7,8.475,37724.91,0.15311,0.05067,,,,,,
101.8,8.483,37691.67,0.15346,0.05067,,,,,,
101.9,8.492,37640.29,0.15382,0.05067,,,,,,
102,8.5,37616.05,0.15417,0.05068,,,,,,
102.1,8.508,37578.7,0.15452,0.05068,,,,,,
102.2,8.517,37548.66,0.15488,0.05068,,,,,,
102.3,8.525,37523.71,0.15524,0.05068,,,,,,
102.4,8.533,37500.37,0.15558,0.05069,,,,,,
102.5,8.542,37461.89,0.15594,0.05069,,,,,,
102.6,8.55,37424.27,0.15629,0.05069,,,,,,
102.7,8.558,37381.24,0.15665,0.05069,,,,,,
102.8,8.567,37332.68,0.15701,0.0507,,,,,,
102.9,8.575,37314.3,0.15736,0.0507,,,,,,
103,8.583,37298.26,0.15772,0.0507,,,,,,
103.1,8.592,37266.2,0.15807,0.0507,,,,,,
103.2,8.6,37215.66,0.15842,0.0507,,,,,,
103.3,8.608,37179.67,0.15878,0.05071,,,,,,
103.4,8.617,37133.09,0.15913,0.05071,,,,,,
103.5,8.625,37114.6,0.15947,0.05071,,,,,,
103.6,8.633,37080.8,0.15982,0.05071,,,,,,
103.7,8.642,37040.18,0.16017,0.05071,,,,,,
103.8,8.65,37009.39,0.16052,0.05071,,,,,,
103.9,8.658,36973.02,0.16088,0.05071,,,,,,
104,8.667,36925.71,0.16123,0.05071,,,,,,
104.1,8.675,36904.93,0.16159,0.05071,,,,,,
104.2,8.683,36873.68,0.16195,0.05071,,,,,,
104.3,8.692,36833.6,0.16231,0.05072,,,,,,
104.4,8.7,36791.96,0.16266,0.05072,,,,,,
104.5,8.709,36743.72,0.16303,0.05072,,,,,,
104.6,8.717,36708.41,0.16338,0.05072,,,,,,
104.7,8.725,36694.01,0.16374,0.05072,,,,,,
104.8,8.734,36661.55,0.1641,0.05072,,,,,,
104.9,8.742,36606.75,0.16446,0.05072,,,,,,
105,8.75,36581.67,0.16482,0.05072,,,,,,
105.1,8.759,36523.48,0.16518,0.05072,,,,,,
105.2,8.767,36495.4,0.16554,0.05072,,,,,,
105.3,8.775,36473.22,0.1659,0.05072,,,,,,
105.4,8.784,36430.09,0.16627,0.05072,,,,,,
105.5,8.792,36386,0.16663,0.05072,,,,,,
105.6,8.8,36344.89,0.16699,0.05072,,,,,,
105.7,8.809,36291.4,0.16735,0.05072,,,,,,
105.8,8.817,36275.64,0.16771,0.05072,,,,,,
105.9,8.825,36239.91,0.16808,0.05072,,,,,,
106,8.834,36191.92,0.16844,0.05072,,,,,,
106.1,8.842,36153.6,0.1688,0.05072,,,,,,
106.2,8.85,36103.07,0.16917,0.05072,,,,,,
106.3,8.859,36074.48,0.16953,0.05072,,,,,,
106.4,8.867,36045.81,0.16989,0.05072,,,,,,
106.5,8.875,35988.96,0.17025,0.05072,,,,,,
106.6,8.884,35955.66,0.17061,0.05072,,,,,,
106.7,8.892,35907.04,0.17097,0.05072,,,,,,
106.8,8.9,35875.48,0.17133,0.05072,,,,,,
106.9,8.909,35852.16,0.17168,0.05072,,,,,,
107,8.917,35808.39,0.17205,0.05072,,,,,,
107.1,8.925,35754.42,0.17242,0.05072,,,,,,
107.2,8.934,35705.71,0.17278,0.05072,,,,,,
107.3,8.942,35664.8,0.17314,0.05072,,,,,,
107.4,8.95,35644.43,0.1735,0.05072,,,,,,
107.5,8.959,35603.89,0.17386,0.05072,,,,,,
107.6,8.967,35558.84,0.17423,0.05072,,,,,,
107.7,8.975,35499.88,0.1746,0.05072,,,,,,
107.8,8.983,35457.11,0.17495,0.05072,,,,,,
107.9,8.992,35434.13,0.17531,0.05072,,,,,,
108,9,35381.86,0.17568,0.05072,,,,,,
108.1,9.008,35353.37,0.17604,0.05072,,,,,,
108.2,9.017,35305.02,0.17642,0.05072,,,,,,
108.3,9.025,35253.83,0.17678,0.05072,,,,,,
108.4,9.033,35218.87,0.17714,0.05071,,,,,,
108.5,9.042,35164.63,0.17751,0.05071,,,,,,
108.6,9.05,35119,0.17787,0.05071,,,,,,
108.7,9.059,35066.27,0.17824,0.05071,,,,,,
108.8,9.067,35045.27,0.1786,0.05071,,,,,,
108.9,9.075,35015.38,0.17897,0.05071,,,,,,
109,9.083,34947.84,0.17933,0.05071,,,,,,
109.1,9.092,34891.36,0.1797,0.05071,,,,,,
109.2,9.1,34844.32,0.18006,0.05071,,,,,,
109.3,9.109,34822.74,0.18043,0.05071,,,,,,
109.4,9.117,34775.84,0.1808,0.05071,,,,,,
109.5,9.125,34737.17,0.18116,0.05071,,,,,,
109.6,9.134,34671.86,0.18154,0.05071,,,,,,
109.7,9.142,34623.65,0.1819,0.0507,,,,,,
109.8,9.15,34593.41,0.18227,0.0507,,,,,,
109.9,9.158,34527.27,0.18263,0.0507,,,,,,
110,9.167,34484.71,0.183,0.0507,,,,,,
110.1,9.175,34446.06,0.18337,0.0507,,,,,,
110.2,9.183,34415.24,0.18373,0.0507,,,,,,
110.3,9.192,34344.23,0.1841,0.0507,,,,,,
110.4,9.2,34299.8,0.18448,0.0507,,,,,,
110.5,9.208,34232.72,0.18485,0.0507,,,,,,
110.6,9.217,34212,0.18521,0.0507,,,,,,
110.7,9.225,34170.86,0.18559,0.0507,,,,,,
110.8,9.234,34114.3,0.18596,0.0507,,,,,,
110.9,9.242,34034.39,0.18633,0.0507,,,,,,
111,9.25,33995.32,0.1867,0.05069,,,,,,
111.1,9.259,33947.44,0.18707,0.05069,,,,,,
111.2,9.267,33893.11,0.18745,0.05069,,,,,,
111.3,9.275,33826.3,0.18782,0.05069,,,,,,
111.4,9.284,33791.47,0.1882,0.05069,,,,,,
111.5,9.292,33680.99,0.1886,0.05069,,,,,,
111.6,9.3,33582,0.18903,0.05068,,,,,,
111.7,9.309,33281.11,0.1896,0.05068,,,,,,
111.742,9.313,16514.12,0.15307,0.05085,,,,,,